Kiểu tin nhắn,Nội dung tin nhắn,Mã người gửi,Tạo lúc
INBOX,Tv giá. 0352435893. Ok,7310812765606699,05/01/2024 12:04:48 - 06/01/2024 11:18:32
INBOX,.,7310910425657180,22/03/2024 04:54:24 - 22/03/2024 04:54:24
COMMENT,Ib,7311013988948183,23/03/2024 20:14:11 - 23/03/2024 20:14:11
COMMENT,Ib. Xin giá,7311197185639243,04/04/2024 12:17:45 - 04/04/2024 12:18:07
INBOX,nữ  vương  new bao nhiêu 1 hộp  vậy,7311264908942563,15/04/2024 13:24:39 - 15/04/2024 13:24:39
INBOX,xin giá ạ em muốn mua. lh. Dạ em bị viêm và ra khí huyết trắng. nan. Xin giá,7311267192299918,17/04/2024 20:14:38 - 19/04/2024 20:24:58
COMMENT,Xin giá ạ,7311629575596242,10/03/2024 20:13:49 - 10/03/2024 20:13:49
INBOX,Các dịch vụ của bạn có chi phí như thế nào?. Lộ tuyến á c. Dạ e bị lâu r c. Vlt cđ3. Đợt trc e có áp lạnh r mà vẫn bị lại. Bn v c,7312104995539698,17/03/2024 19:41:22 - 18/03/2024 10:19:48
COMMENT,.,7312184745537815,03/03/2024 19:41:20 - 03/03/2024 19:41:20
INBOX,giá sao vậy shop,7312527588868342,27/03/2024 05:01:57 - 27/03/2024 05:01:57
INBOX,xin giá ạ shop. xin giá ạ shop,7313075732142687,15/04/2024 18:20:25 - 15/04/2024 18:56:52
INBOX,.,7313087445484097,15/05/2024 19:31:42 - 15/05/2024 19:31:42
INBOX,xin giá ạ,7313103515376229,02/01/2024 15:00:23 - 02/01/2024 15:00:23
INBOX,Gia bao nhiêu. Nam candia ngứa Hoài bên 2 mép. Mụn liti it do viêm khuẩn. Huyết trắng vàng khi hu ak. Lâu rồi,7313232515444009,15/08/2024 13:23:02 - 15/08/2024 14:25:50
COMMENT,.. Xin giá ạ,7313852585387085,08/07/2024 21:12:47 - 09/07/2024 06:51:20
INBOX,Cho xin giá. Một hộp uống được Bao lâu ạ. Mình bị viêm nấm ngứa. Có dùng hết ko. Nữ vương. là thực phẩm chức năng hay là thuốc điều trị vậy ạ,7313933028702685,03/04/2024 22:07:00 - 04/04/2024 09:00:52
INBOX,Giá bao nhiêu ạ,7314117911989948,07/03/2024 09:36:11 - 07/03/2024 09:36:11
INBOX,Em cần tv viêm nhiễm phụ khoa ạ. Ra khí hư nâu ạ. Bị tầm 1 tuần nay ạ. Có ngứa và đau bụng dưới ạ. Có ạ. Dạ bị lần đầu. Nay em 25t ạ . Có 1 bé 2tuổi ạ. Chu kì em có tháng trễ 5 10 ngày ạ. Không ạ,7314345755314835,25/02/2024 16:30:44 - 25/02/2024 19:13:55
INBOX,bn. bn. 205k uống đươc mấy hôm,7315054685196273,20/05/2024 11:30:44 - 29/06/2024 10:33:39
INBOX,bao nhiêu tiền vậy,7315446578533840,08/04/2024 09:31:25 - 08/04/2024 09:31:25
INBOX,bao nhiêu 1 hộp,7315511925211034,05/04/2024 17:59:18 - 05/04/2024 17:59:18
INBOX,gia bao nhieu hop a. gia bao nhieu hop vay a. nan. Tình trang của e bị như vay ạ. nan. E bị  như vay. Gia thuoc bao nhieu hop ạ. Da co ít  à,7315575411882592,30/07/2024 21:52:40 - 11/08/2024 19:20:24
INBOX,bao nhiêu một hộp,7315635235200370,16/04/2024 21:19:04 - 16/04/2024 21:19:04
INBOX,ib,7316184675136488,28/03/2024 12:38:56 - 28/03/2024 12:38:56
INBOX,xin giá. em gặp vấn đề QH vck bị khô nóng rát vậy là bị sao có viêm ko bác mong bác tư vấn giúp em. Ko. Giảm ham muốn. dạ 31t. 3 cháu bé nhỏ 3t. dạ chưa. Xin giá,7316346421776683,19/03/2024 06:55:30 - 25/03/2024 10:22:02
INBOX,nan. Mình biết đc sphẩm này lâu rồi nhưng ở chỗ mình chưa thấy có bán. Mình bị viêm lộ tuyến lâu rồi nhưng bây giờ nó có mùi hôi nên mình muốn tham khảo. Để mua. nan. nan. Đúng rồi. Mình chưa điều trị bây giờ mới bắt đầu. nan. Nhưng sợ mua phải hàng giả. nan. Chi nhánh nhà mình ở đâu vậy. Cho xem sản phẩm. nan. Giá sản phẩm. Giá thuốc thế nào. nan. OK. Mình cũng tham khảo nhiều về sản phẩm rồi. Uống khi nào khỏi mới thôi hay là thế nào nhỉ. Hiệu thuốc nào cũng bán thuốc này không. Viên đặt thì mua hiệu thuốc nào cũng có à nhỉ. OK. Cám ơn nhiều vì đã bớt chút thời gian tư vấn cho mình nhé. Thuốc này nghe bảo nó tốt lắm vì bằng thảo dược nên mình cũng yên tâm. Hay giúp mình mua luôn đc không. Có những cái gì nhỉ. Mình không có tiền để mua nhiều. tôi muốn mua cho giá. 1 hộp nữ Vương với 1 lọ Gel. OK,7316470908420970,11/04/2024 23:23:10 - 23/04/2024 10:31:01
COMMENT,Ib tv,7316494021733410,01/05/2024 12:00:32 - 01/05/2024 12:00:32
INBOX,Ib giá. E đnag đốt viêm lọ tuyến. Nhưng 2t nay chưa khỏi. Vẫn ra dịch vs máu nhiều. K biết o. Hỏi bsi bảo đốt xong nó lại bị viêm. Lên giừ nó vẫn ra dịch vs lẫn máu. Đốt lần 1 sau do viêm lên phải dốt lần 2 cầm máu. E dùng men phụ khoa thui ạ. C tư vấn cho e vs ạ. E đốt ngày 12/3 dương lịch ak. Và đốt chấm điểm rỉ máu là ngày 2/4 ạ. Nhưng giờ vẫn thấy ra dịch nhiều vs ra máu. Bjo e phải làm tnao ạ. Nghĩa là dùng cả thuốc uống lẫn đvs ạ. Uống trong liệu trình bao lâu ạ,7316621988406680,05/04/2024 08:13:39 - 05/04/2024 16:09:46
INBOX,xin giá,7316924678418434,06/04/2024 15:44:24 - 06/04/2024 15:44:24
INBOX,Cho hỏi bao nhiêu tiền vậy. Lấy cho em một hộp. Số điện thoại 0889746219. Ấp hiệp tâm xã Lộc hiệp quyen Lộc ninh tỉnh bình Phước. Ok,7317318861682467,08/03/2024 20:05:19 - 09/03/2024 09:10:39
INBOX,.. Bi khi hu ra và  ngứa  bên  ngoài  âm  dạo,7317933091606341,06/03/2024 21:09:51 - 06/03/2024 21:14:03
INBOX,giá bao nhiêu. Viêm lộ tuyến nấm ngưa,7317957924960083,16/04/2024 13:11:04 - 16/04/2024 14:02:28
INBOX,Giá bn một hộp,7318226661631430,04/04/2024 21:33:58 - 04/04/2024 21:33:58
INBOX,y,7318486218186591,02/04/2024 19:02:29 - 02/04/2024 19:02:29
INBOX,.,7318515668196253,18/02/2024 21:09:35 - 18/02/2024 21:09:35
INBOX,ib ạ,7318709304847193,25/01/2024 19:33:39 - 25/01/2024 19:33:39
INBOX,Nhui hộp c,7318743868236284,05/06/2024 13:35:04 - 05/06/2024 13:35:04
INBOX,E cần tư vấn. Kinh ko điều với lại e bị ngứa và huyết trắng,7318963721499664,15/02/2024 21:48:45 - 16/02/2024 12:21:35
INBOX,Giá bao nhiêu tiền ạ. Mk cho con bú có uống đc thuốc ko ạ,7319029221510983,25/03/2024 14:05:44 - 12/06/2024 21:24:12
INBOX,Nhiêu hộp. Ship 1 lo thuốc và dung dịch vệ sinh. Cua hàng anh đào 2 chợ bầu sậy thi trấn Vĩnh Hưng huyện Vĩnh Hưng Long an. 0908811662,7319272858188397,19/03/2024 05:26:21 - 19/03/2024 09:12:00
COMMENT,xin giá,7319910148110313,19/06/2024 12:29:02 - 19/06/2024 12:29:02
INBOX,Bao nhiêu một hộp,7319972064767637,23/04/2024 12:09:18 - 23/04/2024 12:09:18
INBOX,Tư vấn cho e với ạ. E bị ra huyết trắng nhièu ạ. Dạ e cứ bị ra khí hư như lòng trắng trứng. Dạ không có mùi hôi kh ngứa,7320119464709041,05/05/2024 14:48:16 - 06/05/2024 10:27:34
INBOX,xin giá ạ,7320122104762356,12/04/2024 10:19:30 - 12/04/2024 10:19:30
INBOX,xin giá,7321059607993257,02/05/2024 13:53:46 - 02/05/2024 13:53:46
INBOX,bao nhiêu hộp vậy chi. 0964375540. Xin giá ạ,7321170761343465,01/05/2024 08:17:42 - 01/05/2024 19:14:26
INBOX,Bạn cung cấp dịch vụ gì?,7321365247978004,19/03/2024 20:48:48 - 19/03/2024 20:48:48
INBOX,xin gia,7321490467888460,11/04/2024 22:51:02 - 11/04/2024 22:51:02
INBOX,giá sao,7321716137913568,01/04/2024 21:12:55 - 01/04/2024 21:12:55
INBOX,sin gia,7322008847906934,15/04/2024 09:35:51 - 15/04/2024 09:35:51
COMMENT,Xin giá a. Em cũng bị cũng bị lâu rồi em cũng đừng thuốc đặt những cũng ko được em giờ khí hư bra có màu có mùi khó  sinh hoạt vợ chồng đầu rát mong bác sỹ tư vấn. Có màu trắng đục  hay đau bụng dưới. Đã rồi. Em năm này 35 tuổi. Cũng lâu vài tháng các giấy tờ đi khám em vất hết rồi. Đã có a,7322040231192587,09/03/2024 19:08:23 - 09/03/2024 20:11:46
INBOX,giá ạ. đi khám phụ khoa bs nói bị viêm nhiễm phụ khoa. Rồi gần tới tháng hay bị ngứa á. Có huyết trắng. Uốn máy hợp mới hết ạ. uh. Uốn bao nhiêu hợp mới hết vậy. Nhiều lần. Mỏi lần ngứa đi khám bs cho thuốc đặt với xét nghiệm. Vậy uốn thuốc Nữ Vương có hết tình trạng ngứa ko ạ. Ok có nhấn tin sao mình đang bận tí,7322178351168878,04/04/2024 11:35:03 - 04/04/2024 11:47:33
INBOX,Xin giá với. nan,7322504201150967,18/05/2024 12:52:02 - 04/06/2024 05:30:23
INBOX,giá sao. chào. chào,7322516871157268,05/04/2024 10:14:00 - 18/05/2024 15:23:26
COMMENT,Xin gia,7322521817857053,21/04/2024 21:00:41 - 21/04/2024 21:00:41
INBOX,hi c ạ. E muốn hỏi về sp trị phụ khoa viêm nhiễm ạ. hi c ạ. Tư vấn về sp viêm nhiễm phụ khoa ạ. Dạ có c ạ. Kinh nguyệt k đều mà còn bị vón cục hay đau bụng ầm ĩ. Có thuốc trị dứt điểm viêm nhiễm k v c. hi c ạ. Dạ e bị viêm nhiễm phụ khoa năm 2023 bây giờ e muốn điều trị sớm để dứt điểm luôn k tái đi tái lại v dùng thuốc nào ạ c,7322606101161371,26/04/2024 15:07:45 - 17/05/2024 09:50:00
INBOX,e bị viêm lộ tuyến cổ tử cung độ 3 ạ. Dạ lần đầu phát hiện ạ. Dạ e đang đặc thuốc và uống thuốc. Dạ giờ e phải làm sao z ạ. Dạ 1 bé năm nay 7t rồi ạ. Kết hợp với thuốc bác sĩ đc ko ạ. E định sinh 1 bé thôi ạ. E đang đặc thuốc. Nên ra dạng bã đậu. Giá bao nhiêu z ạ,7322867404484513,03/06/2024 07:35:40 - 03/06/2024 09:04:39
INBOX,2,7323016257808531,17/05/2024 22:22:36 - 17/05/2024 22:22:36
INBOX,Cho xin giá,7323069371087720,16/02/2024 10:04:34 - 16/02/2024 10:04:34
INBOX,1,7323075637728350,22/03/2024 22:59:25 - 22/03/2024 22:59:25
COMMENT,Xin giá,7323100111073072,29/04/2024 11:54:13 - 29/04/2024 11:54:13
INBOX,xin giá,7323349504424435,09/03/2024 18:58:00 - 09/03/2024 18:58:00
INBOX,.. Khí hư bất thường ạ. K ạ. Viên uống có chứa viêm k ạ. Có đau bụng dưới và thỉnh thoảng cũng bị hôi ạ. Cái này e mới bị đk mấy tháng nay. Có dùng viên đặt nhưng k thấy hiệu quả dùng thuốc nam ngâm rửa. E lấy 1 hộp dùng thử xem sao ạ. 1 hộp bao nhiêu tiền ạ,7323520281058276,08/04/2024 13:38:16 - 15/07/2024 13:46:29
INBOX,E bị viêm phụ khoa đau rát khô hạn viêm âm đạo. Chào. Bị lần. 34t,7323541861089822,18/05/2024 10:15:24 - 18/05/2024 10:57:06
INBOX,mình hay bị viêm nấm âm đạo.. nhưng mà mình có u xơ tử cung nên có dùng đc loại này kg ý. Mình bị u xơ tử cung có dùng đc nữ vn kg shop. Mình muốn dùng để trị viêm nấm âm đạo.. Giá cả ntn shop. Cách dùng nữa. 1 hộp 30viên dùng đc bao nhiêu ngày ý.. Ừ. Để chị nghiên cứu. Có gì chị nt lại shop sau nhé. Có khuyến mãi kg shop. Ok shop. Để chị nghiên cứu nhé. Chị hay bị tái đi tái lại lắm. Và đã dùng đông tây y các kiểu rồi kg đỡ.. Phụ khoa an viên là thuốc chị đang uống.. nan. nan. nan. Chị muốn mua để có khuyến mãi. Nhưng mà đợi có lương mới đủ tiền ý. 😭. nan. Chị cũng thấy nhiều chị em đăng lên là uống nữ vương cũng kg hợp. Cho nên chị đang lăn tăn ý.. Trên trang Facebook hội chị em đã dùng nữ vương new em à. Ok shop. Thực ra thì cơ địa mỗi người mỗi khác .mình đọc thì đọc vậy thôi. Chứ thuốc thì có thể hợp với người này nhưng kg hợp với người kia cũng là bt nà. nan. Đúng rồi em.. Khi cho chị lấy 6 hộp trước đã.. Chị uống xem cơ thể có đáp ứng đc kg đã. Khuyến mãi ntn em.. Ừ. Chị lấy trước 6 hộp đã em. Đinh Thị Hoa. Thôn 2. Thủy Sơn. Thủy Nguyên Hải Phòng. 0989636818. Chị đã nhận đc hàng rồi em.. Liều lượng ntn em nhỉ. Có cần kiêng khem ăn uống gì kg.. nan. Có cần kiêng gì kg em.. Gen rửa dùng ntn.. Ô. Có cả thuốc đặt à. Chị tưởng chỉ thuốc uống và rửa thôi chứ. nan. Chị hỏi chút. Vậy viên uống kiều xuân có uống kết hợp kg em. Mà chị bị u xơ tử cung có uống đc kiều xuân kg em.. nan. Uống kết hợp đc à em.. nan. Cảm ơn em.. nan. Ok em.. A lô shop. Chị dùng sắp hết thuốc. Giờ chị muốn mua tiếp. Giá cả ntn shop. nan. Em ơi. Chii hỏi chút.. Tình trạng của chii ấy. Chị uống đc khoảng 15 thấy đỡ 1 chút sau đó lại bị ra nhiều kiểu bột bột như sữa chua ấy em ạ.. Có sao kg em nhỉ. Và có nên tiếp tục uống kg em.. Mà uống nữ vương new này có thành phần gì gây bị dị ứng kg em.. Dạo này chị hay bị ngứa lắm. Ngứa toàn thân. Hay là do chị uống ngày 9 viên mà gan nó kg thải kịp nên ngứa.. Em tư vấn giúp chị nhé. Chị cảm ơn.,7323544517737447,25/04/2024 09:42:45 - 29/05/2024 19:55:31
COMMENT,Xin giá,7323695111090710,18/05/2024 20:55:37 - 18/05/2024 20:55:37
COMMENT,Xin gia a,7323726874413126,19/04/2024 13:11:02 - 19/04/2024 13:11:02
INBOX,lb,7323737404361136,23/05/2024 08:40:35 - 23/05/2024 08:40:35
INBOX,.. .. .,7324178357680963,29/04/2024 12:00:17 - 16/05/2024 12:53:59
INBOX,giá sao vậy,7324254720957400,10/04/2024 15:14:22 - 10/04/2024 15:14:22
INBOX,ib,7324280061012888,11/04/2024 16:15:04 - 11/04/2024 16:15:04
INBOX,Tôi bị viêm âm đạo. Gần 1 năm r a. Tái đi tái lại. Khí hứ nhiều loãng như nc mùi hôi tanh. E dùng thuốc đặt mà k ăn thua,7324347951022013,21/05/2024 07:15:46 - 21/05/2024 17:55:08
INBOX,Tư vấn giúp e. E muốn tư vấn về bệnh viêm lộ tuyến ạ. E bị cấp độ 2 rồi ạ. Dạ e bị lâu rồi c ạ. Có đặt thuốc bác sĩ kê mà k khỏi ạ. Dạ e k bị ngứa nhưng mà sau kỳ kinh khoảng 2-5 ngày mà quan hệ sẽ bị có dịch máu c ạ. Vâng vậy giờ e cần làm ntn ạ. Tư vấn cho e với ạ. Cho e xin giá với ạ. E có thể mua ở các hiệu thuốc hay ở đâu đc ạ. 0987914301. Vâng ạ. Có phải bên mình vừa gọi cho e phải k ạ. E lúc nãy k biết nên để nhỡ. Vâng,7324733910978813,28/02/2024 11:09:02 - 29/02/2024 16:16:39
INBOX,ib,7325046440874463,22/01/2024 10:00:01 - 22/01/2024 10:00:01
INBOX,e bị viêm ra khí hư màu xanh,7325144944259023,04/03/2024 10:05:51 - 04/03/2024 10:05:51
INBOX,tv. tv,7325225424241543,27/04/2024 15:33:19 - 10/05/2024 04:42:10
INBOX,hi. Mình bị viem lộ tuyến qh đau rát. Mình bị đau bụng duoi. Khoảng tuần có huyết trắng nhiều ngua. Ko em. Ko có tái khám. Huyết trăng ko có mùi hôi. Mình 45 bị hiem muon. Hi,7325271070885866,05/02/2024 13:22:28 - 01/03/2024 20:54:33
COMMENT,Xin giá ạ.,7325290554205482,12/01/2024 14:58:39 - 12/01/2024 14:58:39
INBOX,alo,7325304707546959,07/04/2024 06:47:59 - 07/04/2024 06:47:59
INBOX,bao nhiêu tiền vậy c,7325613494185558,14/03/2024 10:13:16 - 14/03/2024 10:13:16
INBOX,Bao nhieu một hop. Em hoi gia dung  như nao,7325683524196990,08/05/2024 14:28:43 - 08/05/2024 15:28:46
COMMENT,Cho gia,7325696474182304,01/04/2024 20:23:45 - 01/04/2024 20:23:45
INBOX,.. nan. Khí hư có mùi hôi. Sữa chua,7325945410837768,24/07/2024 06:09:34 - 24/07/2024 16:16:11
INBOX,xinh giá,7326219797494524,15/04/2024 09:06:03 - 15/04/2024 09:06:03
INBOX,nữ vương niu mua ở đâu thì có bs. giá bán sao bs. giá bán sao ạ,7326514880760631,04/04/2024 15:30:27 - 04/04/2024 15:36:35
INBOX,báo nhiêu 1 hộp,7326768557440646,11/04/2024 13:23:44 - 11/04/2024 13:23:44
INBOX,ib,7326851680679926,25/04/2024 10:07:30 - 25/04/2024 10:07:30
INBOX,Tv. Mình vừa thăm khám tại bệnh viện báo là viêm lộ tuyến cần đốt. Mà mình sợ đốt. Vậy tình trạng như mình sử dụng viên uống và dùng gel có hết được ko ạ? Mong được tv,7326950940695354,03/02/2024 08:08:49 - 04/02/2024 15:40:39
INBOX,mình muốn mua. Mình bị viêm ngứa nhiều khí hư và khô rát. Khí hư bã đậu qh đau rát ko đau bụng mình bị vài tháng,7327113080669082,17/04/2024 07:57:28 - 17/04/2024 08:17:51
INBOX,xin gia b. gia bao tien 1 hop b. thuốc này sản xuất ở đâu b,7327183344055693,12/04/2024 10:54:51 - 12/04/2024 15:59:07
INBOX,Tv ạ,7327277997361878,15/02/2024 19:34:49 - 15/02/2024 19:34:49
INBOX,",. tv ạ. C 48t,3 thang nay khi hu ra nhieu co mui hoi,. Khi vau vang co mui hoi, ra mau bat thường ngoai chu ky e ạ",7327296204054786,14/04/2024 19:34:23 - 19/04/2024 15:15:12
INBOX,Xin giá a. M viêm lộ tuyen. M xin giá. Ko cần tư vấn nhiều. 1 hộp uống dc bn ngày a. M viêm lt độ 2. Bị lâu r. Đặt nhiều loại thc. Ko khỏi hẳn. Hiện tại dg dùng thuốc đông y để đảt. Bên trong là uống nt a. Tái tạo bn a. Gel dùng thế nào a. Bn 1 hộp a. Bn 1 hộp a. Uh m vừa uống hết oc ti bạc. Loại này đắt qúa. Của mình có hiệu qủa ko. M mới dùng dc 1 hộp. Có u uống có dc ko a. M đặt 1 hộp nhe. Đắt q,7327466104030767,04/06/2024 13:54:55 - 09/07/2024 22:03:55
INBOX,ib giá. 0962590480,7327721947247586,04/01/2024 19:11:11 - 04/01/2024 21:49:19
COMMENT,Cho.xin gia. báo  nhiêu một liệu trình vậy cô. Chị 53tuổi. Hết.kinh rồi. 3năm. . bị mùi hôi. Khô rát. Lâu lâu ngứa. Chị có thể mua ở.nhà thuốc Tây. Hay ở đâu,7327967803924841,18/04/2024 07:29:50 - 18/04/2024 12:51:55
INBOX,bao nhiêu tiền 1 Vỹ,7328355893909187,20/04/2024 20:29:10 - 20/04/2024 20:29:10
INBOX,Giá,7328453780579149,05/04/2024 09:34:26 - 05/04/2024 09:34:26
INBOX,Nữ vương neu mua ở đâu ạ,7328681723842404,04/03/2024 11:42:28 - 04/03/2024 11:42:28
COMMENT,"Xin giá ạ. Dạ khí hư nhiều và thường đau bụng ạ. Nếu sử dụng khoảng bao nhiêu hộp là ổn ạ. Không có mùi mà nó ra màu trong từng sợi dai ạ. Đau bụng dưới ngứa thì không thấy nhưng có rát a. Chưa điều trị bệnh ạ. Cũng gần một năm rồi ạ lúc đầu thấy khí hư ra nhiều chứ không đầu bụng ạ mới đau bụng mấy tháng nay a. Được 2 bé,  bé nhỏ Được ba tuổi và cũng không muốn sinh thêm nữa ạ. Theo phác đồ của nv 3-6 th gồm những thuốc gì ạ. Điều tri bằng thuốc uống hay thuốc đặt",7329202820470157,17/02/2024 16:31:38 - 19/02/2024 13:35:49
INBOX,Giá sao vay,7329350800487439,26/02/2024 19:14:33 - 26/02/2024 19:14:33
INBOX,tu van,7329411203833851,20/05/2024 12:19:08 - 20/05/2024 12:19:08
INBOX,tv,7329857657130662,13/04/2024 21:30:33 - 13/04/2024 21:30:33
INBOX,tư vấn,7330090670361349,09/04/2024 14:46:24 - 09/04/2024 14:46:24
INBOX,Thuốc nay đặt và uống bao nhiêu lâu vậy bạn. M bị ra khí hư có màu vàng. Và ngứa hơi rát. Cũng lâu rồi bạn. Truoc m dùng viên đặt đỡ dc 1 thời gian lại bị lại,7330229906997425,12/01/2024 06:01:04 - 12/01/2024 08:59:27
INBOX,bao nhiêu bạn,7330646510365269,24/04/2024 14:10:20 - 24/04/2024 14:10:20
INBOX,thuốc đặt hay sau ah. xin gia. m bị khí hư và ngứa ngoai,7330947493685091,16/03/2024 19:19:54 - 27/05/2024 07:14:10
COMMENT,Xin giá,7331049986986510,08/04/2024 13:36:37 - 08/04/2024 13:36:37
INBOX,1. Viêm  .huyết trắng  nhiều  .. 1. Dạ  e có dùng  nhiêu  loại rồi. Tái  đi  Tải lại ak. E bi lâu roi. Huyết  trắng nhiêu. tv ak. Quyết  trang .kinh nguyệt  không  đều,7331081380351861,01/05/2024 15:50:12 - 11/08/2024 09:12:01
COMMENT,"Giá. Thuốc này trị viên gì. Phí ship thế nào. Ngứa, và có mùi. Có đi khám bệnh viện cần thơ mà khg hết. Nhưng khg đau bung. Khg. Vậy có dùng đc nữ. Vương new kg. 1 hộp 30 viên uống đc bao lâu. Mua 1 hộp nữ vương new và 1 chai nữ vương gel có miễn ship khg. Vậy ship 1 hộp và 1 chai nha. Dùng thử xem có hiệu quả khhg. Thu Tín, nhà thính A, đông hưng, cái nước, cà mau. 0907734842. Ok. Tông 310k phải khg",7331269330301831,24/02/2024 19:26:59 - 26/02/2024 15:37:03
INBOX,giá nhiêu vậy shop. Tôi muốn mua thuốc,7331461680280893,12/04/2024 18:31:49 - 09/08/2024 11:40:03
INBOX,"em xin giá ạ. thuốc tây hay thuốc đông y thảo dược vậy ạ. nhiêu 1 hộp nữ vương vậy ạ. thuốc nữ vương uống kết hợp với điều kinh hằng thu đc ko ạ. Thuốc này là thuốc kháng sinh hả chị. Uống thuốc này ko ảnh hưởng gì đúng ko ạ. Không phải kháng sinh đúng ko ạ. 1 hộp mấy viên ạ, uống đc 1 tháng ko chị. Dạ, ra dịch hơi ngã vàng, nhưng ko ngứa, ko mùi ạ. Dạ ko. Xin giá ạ. Dạ e dịch viêm vàng, xanh ạ, hay tái đi tái lại ạ. Dùng sản phẩm này cải thiện ko ạ. Và dùng mấy hộp ạ. Dạ e ko ngứa, lúc trc có tháng có mùi, giờ ko mùi bình thường ạ. Lâu rồi ạ. Hay tái lại ạ. Có lúc đau lưng. Ra ít mà nó vàng, xanh ạ. Dạ ko có. Viêm tắt vòi trứng uống đc ko ạ. Nó có điều trị viêm tắt vòi ko ạ. Còn dịch ra màu vàng, xanh là viêm gì ạ. Dạ e có uống để đào thải mà ko bớt ạ. Đặt 2 hộp có miễn ship ko ạ. Lady gree của chị Huỳnh trang á. nan. Như e thì dùng mấy hộp ạ. Này ko phải thuốc kháng sinh đúng ko ak. Thảo dược chắc dụng chậm hơn thuốc tây đúng ko ạ. Dạ, cái này mình mua 2 hộp có miễn ship ko ạ",7331787773616625,19/05/2024 05:03:41 - 23/07/2024 16:00:58
INBOX,xin giá,7331813880278933,07/05/2024 06:10:09 - 07/05/2024 06:10:09
INBOX,bau dung duoc k. nan,7332400896816505,27/02/2024 20:17:40 - 01/03/2024 21:45:54
INBOX,hj. Tắc kjnh. 28t ngừng  thuốc  ngừa  hk kjnh. 8thag. Đúng  uh. nan. Chua. nan. Bi viem. Hộp  30v. nan. Hộp nhju. Khám bs viem. Đưa thuốc  uống  có  kjnh dc 1 tháng đó. Toi  nay mất  2 tháng,7332515016801839,18/04/2024 21:31:58 - 23/04/2024 09:01:26
COMMENT,.,7332565046778842,13/04/2024 09:18:44 - 13/04/2024 09:18:44
INBOX,Các dịch vụ của bạn có chi phí như thế nào?,7333216203414703,19/03/2024 12:17:20 - 19/03/2024 12:17:20
INBOX,cho em xin giá. ộp a. bao nhiêu tiền 1 hộp a. Ra máu âm đạo khi quan hệ. Quan hệ có thỉnh thoảng đau rát khí hư chỉ rất ít. Đau bụng dưới chỉ lúc có kinh thôi khí hư đó của phụ nữ là bình thường. 4o tuổi a. Bao giờ cũng 35 đến 37 ngày với có kinh những hiện tượng kia thì ko. Để theo dõi vài lần nữa xem thế nào thì uống,7333359790061299,19/01/2024 18:52:37 - 20/01/2024 14:32:04
INBOX,c b,7333607746716421,14/04/2024 01:17:25 - 14/04/2024 01:17:25
INBOX,.,7333669493322795,23/02/2024 20:13:42 - 23/02/2024 20:13:42
INBOX,xin giá,7333892836727227,21/03/2024 10:28:55 - 21/03/2024 10:28:55
INBOX,Nử vương nêu mấy 1 hộp dị chị9041670221. 1 hộp nử vương new. 0941670221,7333949146727041,30/05/2024 15:00:22 - 31/05/2024 12:26:16
INBOX,1. cách 1. Minh bi viêm lộ tuyến cổ tử. Uong thuốc va đặt thuốc. Minh bi lau roi. Co bã đậu nước co mau vang muôi tanh hôi a. Ok a,7334075116629683,21/04/2024 06:39:48 - 10/05/2024 12:00:58
INBOX,.. i,7334092513371864,17/04/2024 07:26:28 - 22/04/2024 10:43:16
INBOX,.. .,7334205186644422,22/05/2024 09:41:46 - 22/05/2024 10:01:32
INBOX,"cần tư vấn ạ. E hay bị viêm nấm Candida. Bị tái đi tái lại nhiều lần. Có khí hư huyết trắng,ngứa ở bên ngoài. Khí hư bị lợn cợn như bã đậu nhưng ko có mùi. Đi khám bác sĩ nhìu lần mà hết rồi tái lại. Làm sao mới hết. Ở tiệm thuốc tây có bán ko ạ",7334272846634375,24/02/2024 18:32:08 - 26/02/2024 13:30:52
INBOX,xin giA. xin gia,7334546749916579,14/04/2024 15:40:16 - 14/04/2024 16:02:55
INBOX,Ngoai thuốc uông thi co thuoc gi tri dc hok. Đau bug dưới va ra huyết trắng,7334585903275607,21/03/2024 21:59:38 - 21/03/2024 22:03:09
INBOX,nan,7334708263305953,31/05/2024 21:22:19 - 31/05/2024 21:22:19
INBOX,.,7334713859901135,11/01/2024 15:54:58 - 11/01/2024 15:54:58
INBOX,xin giá. xg,7335002773264361,27/04/2024 01:11:17 - 17/07/2024 06:23:54
COMMENT,Xin giá,7335028016574979,09/04/2024 18:39:28 - 09/04/2024 18:39:28
INBOX,"Hi. Mình cần tư vấn về viêm lộ tuyến ctc. Đc 4,5 tháng r ạ. Bị lần đầu ạ. Mình mới uống thuốc và đặt thuốc tây thôi ạ. Hiện tại mình chỉ đang uống OptiBac. Vg. Liệu trình như noà ạ",7335506853216193,16/08/2024 14:12:34 - 16/08/2024 16:43:31
INBOX,xin giá. xin giá,7335515203223161,13/04/2024 14:25:10 - 11/05/2024 01:58:47
COMMENT,Tư vấn giúp,7335602256557667,11/04/2024 13:08:26 - 11/04/2024 13:08:26
